[sec],Mean,[sec],Mean,[sec],Mean,[sec],Mean,X,Y,X,Y
444.414,10877.289,444.23,14765.393,444.414,17618.617,444.195,11022.558,444.414,16724.516,444.414,10760.907
445.36,10837.842,445.175,14723.009,445.36,17558.547,445.14,11013.515,445.359,16577.877,445.359,10733.411
446.305,10841.513,446.12,14747.917,446.305,17544.023,446.085,11000.46,446.305,16880.047,446.305,10660.677
447.251,10847.66,447.065,14736.101,447.251,17539.498,447.03,11010.686,447.251,16616.924,447.251,10779.833
448.196,10826.827,448.011,14744.321,448.196,17528.953,447.975,11018.69,448.196,16480.707,448.196,10688.825
449.142,10853.326,448.956,14752.859,449.142,17532.391,448.92,11020.415,449.142,16585.91,449.142,10784.391
450.087,10825.33,449.901,14743.02,450.087,17463.029,449.866,11009.679,450.087,16705.131,450.087,10719.073
451.033,10830.031,450.846,14735.77,451.033,17580.303,450.811,10999.163,451.033,16897.137,451.033,10711.977
451.978,10819.218,451.791,14754.893,451.978,17556.535,451.756,11030.312,451.978,16651.018,451.978,10764.017
452.924,10840.753,452.737,14754.935,452.924,17629.242,452.701,11007.132,452.924,16659.66,452.924,10782.843
453.87,10808.3,453.682,14766.565,453.87,17639.152,453.646,11007.063,453.87,16697.717,453.87,10773.539
454.815,10806.906,454.627,14764.57,454.815,17525.783,454.591,10975.436,454.815,16728.23,454.815,10727.766
455.761,10798.998,455.572,14734.926,455.761,17524.025,455.536,11009.69,455.761,16584.4,455.761,10770.071
456.706,10810.793,456.517,14754.556,456.706,17488.895,456.481,11019.759,456.706,16383.139,456.706,10706.695
457.652,10768.137,457.462,14760.179,457.652,17545.684,457.426,10978.8,457.652,16635.404,457.652,10689.489
458.597,10784.86,458.408,14729.245,458.597,17538.516,458.371,10997.946,458.597,16529.814,458.597,10747.732
459.543,10766.297,459.353,14771.352,459.543,17517.807,459.316,10996.006,459.543,16811.408,459.543,10693.948
460.489,10566.214,460.298,14751.565,460.489,17474.67,460.262,10994.875,460.488,16390.74,460.488,10702.188
461.434,10798.61,461.243,14721.245,461.434,17535.242,461.207,10981.213,461.434,16536.789,461.434,10682.487
462.38,10810.291,462.188,14706.686,462.38,17522.744,462.152,10982.415,462.38,16604.506,462.38,10567.255
463.325,10807.78,463.133,14749.877,463.325,17572.312,463.097,10971.489,463.325,16245.73,463.325,10631.826
464.271,10834.559,464.079,14713.948,464.271,17539.357,464.042,10987.624,464.271,16774.1,464.271,10540.215
465.216,10873.778,465.024,14737.278,465.216,17531.676,464.987,10996.593,465.216,16500.697,465.216,10670.023
466.162,10846.982,465.969,14758.063,466.162,17542.064,465.932,10970.669,466.162,16556.299,466.162,10650.002
467.107,10798.043,466.914,14737.666,467.107,17957.213,466.877,10953.156,467.107,16566.629,467.107,10686.827
468.053,10842.761,467.859,14701.274,468.053,17687.674,467.822,10988.487,468.053,16519.699,468.053,10738.206
468.999,10836.31,468.804,14744.591,468.999,17591.416,468.767,10962.438,468.999,16577.629,468.999,10681.639
469.944,10842.033,469.75,14732.799,469.944,17601.281,469.713,10979.724,469.944,16548.117,469.944,10460.842
470.89,10828.5,470.695,14720.83,470.89,17559.768,470.658,10969.513,470.89,16567.242,470.89,10578.038
471.835,10853.303,471.64,14713.725,471.835,17547.051,471.603,10989.52,471.835,16321.332,471.835,10538.429
472.781,10841.021,472.585,14721.75,472.781,17595.078,472.548,10987.215,472.781,16654.23,472.781,10495.147
473.726,10864.439,473.53,14721.595,473.726,17545.463,473.493,10982.343,473.726,16595.221,473.726,10583.896
474.672,10827.248,474.475,14734.631,474.672,17510.875,474.438,10987.002,474.672,16416.139,474.672,10500.345
475.618,10825.602,475.421,14710.775,475.618,17582.594,475.383,11007.115,475.617,16298.924,475.617,10444.37
476.563,10841.675,476.366,14724.268,476.563,17565.236,476.328,10963.487,476.563,16620.621,476.563,10550.871
477.509,10836.782,477.311,14719.355,477.509,17548.365,477.273,10989.572,477.509,16437.555,477.509,10429.27
478.454,10850.9,478.256,14732.148,478.454,17560.369,478.218,11014.289,478.454,16430.232,478.454,10346.616
479.4,10832.604,479.201,14701.873,479.4,17557.006,479.164,10969.795,479.4,16649.682,479.4,10475.272
480.345,10821.283,480.146,14712.742,480.345,17541.672,480.109,10989.264,480.345,16390.111,480.345,10457.191
481.291,10841.593,481.092,14697.657,481.291,17551.402,481.054,10981.389,481.291,16487.256,481.291,10469.899
482.236,10783.745,482.037,14705.343,482.236,17522.229,481.999,10956.462,482.236,16593.986,482.236,10474.231
483.182,10721.179,482.982,14679.444,483.182,17543.234,482.944,10968.702,483.182,16564.311,483.182,10429.784
484.128,10765.952,483.927,14721.059,484.128,17568.764,483.889,10978.754,484.128,16281.315,484.128,10350.335
485.073,10763.616,484.872,14725.854,485.073,17466.324,484.834,10961.242,485.073,16427.359,485.073,10371.146
486.019,10752.792,485.817,14713.194,486.019,17560.512,485.779,10959.578,486.019,16286.474,486.019,10255.651
486.964,10750.25,486.763,14726.666,486.964,17512.883,486.724,10982.562,486.964,16222.863,486.964,10304.915
487.91,10746.784,487.708,14681.227,487.91,17450.955,487.669,10960.771,487.91,16165.556,487.91,10248.051
488.855,10808.139,488.653,14684.06,488.855,17521.314,488.614,10974.431,488.855,16155.33,488.855,10260.424
489.801,10823.036,489.598,14725.94,489.801,17538.465,489.56,10966.072,489.801,16427.867,489.801,10257.989
490.747,10776.493,490.543,14686.389,490.747,17525.834,490.505,10966.337,490.746,16414.49,490.746,10291.047
491.692,10768.202,491.488,14719.666,491.692,17568.76,491.45,10956.178,491.692,16438.275,491.692,10368.136
492.638,10786.825,492.434,14704.275,492.638,17537.1,492.395,10964.129,492.638,16180.151,492.638,10435.521
493.583,10793.392,493.379,14715.19,493.583,17524.057,493.34,10989.353,493.583,16359.94,493.583,10377.882
494.529,10807.835,494.324,14686.871,494.529,17516.549,494.285,10926.998,494.529,16468.617,494.529,10229.692
495.474,10812.812,495.269,14727.016,495.474,17614.922,495.23,10984.53,495.474,16423.537,495.474,10293.185
496.42,10757.863,496.214,14700.067,496.42,17554.832,496.175,10991.29,496.42,16216.202,496.42,10213.708
497.365,10740.887,497.16,14702.514,497.365,17550.324,497.12,10999.646,497.365,16394.801,497.365,10361.677
498.311,10778.539,498.105,14670.208,498.311,17618.992,498.065,10988.604,498.311,16408.768,498.311,10270.594
499.257,10786.674,499.05,14707.745,499.257,17551.055,499.01,10992.124,499.257,16196.56,499.257,10405.149
500.202,10795.39,499.995,14691.631,500.202,17576.023,499.956,11004.554,500.202,16269.575,500.202,10275.583
501.148,10787.914,500.94,14720.379,501.148,17570.33,500.901,10998.686,501.148,16533.893,501.148,10236.107
502.093,10780.932,501.885,14716.058,502.093,17580.561,501.846,11024.258,502.093,16271.305,502.093,10192.642
503.039,10797.883,502.831,14677.438,503.039,17572.305,502.791,11007.044,503.039,16115.225,503.039,10334.742
503.984,10771.523,503.776,14717.34,503.984,17539.609,503.736,11009.889,503.984,16226.935,503.984,10219.67
504.93,10778.384,504.721,14681.372,504.93,17570.459,504.681,11018.119,504.93,16338.142,504.93,10220.896
505.876,10736.578,505.666,14685.226,505.876,17497.467,505.626,11002.95,505.875,16439.234,505.875,10397.063
506.821,10771.755,506.611,14706.125,506.821,17595.734,506.571,11037.507,506.821,16222.123,506.821,10293.867
507.767,10724.416,507.556,14686.22,507.767,17659.871,507.516,11009.755,507.767,16233.71,507.767,10078.872
508.712,10757.179,508.502,14712.508,508.712,17618.383,508.461,10988.876,508.712,16205.957,508.712,10258.956
509.658,10761.593,509.447,14710.164,509.658,17561.166,509.407,11010.28,509.658,16373.758,509.658,10133.043
510.603,10739.428,510.392,14671.737,510.603,17532.469,510.352,10999.688,510.603,16422.826,510.603,10138.124
511.549,10750.678,511.337,14678.388,511.549,17583.105,511.297,10984.064,511.549,16382.537,511.549,10182.709
512.494,10750.626,512.282,14707.308,512.494,17597.754,512.242,11010.767,512.494,16214.301,512.494,10143.156
513.44,10762.484,513.227,14691.28,513.44,17580.916,513.187,10979.972,513.44,16188.437,513.44,10197.539
514.386,10791.498,514.173,14681.306,514.386,17559.617,514.132,11011.362,514.385,16281.791,514.385,10199.719
515.331,10744.105,515.118,14681.592,515.331,17572.752,515.077,10993.044,515.331,16325.775,515.331,10222.674
516.277,10734.507,516.063,14700.754,516.277,17564.01,516.022,10999.854,516.277,16292.174,516.277,9972.955
517.222,10755.413,517.008,14679.067,517.222,17586.965,516.967,11011.147,517.222,16372.141,517.222,10111.395
518.168,10762.809,517.953,14648.035,518.168,17591.66,517.912,11008.283,518.168,16168.488,518.168,10150.114
519.113,10770.695,518.898,14700.449,519.113,17561.32,518.858,11006.323,519.113,16368.51,519.113,10045.727
520.059,10752.9,519.844,14682.627,520.059,17581.996,519.803,10993.872,520.059,16378.532,520.059,10139.518
521.005,10751.146,520.789,14693.875,521.005,17569.789,520.748,10997.829,521.004,16201.781,521.004,10154.444
521.95,10717.65,521.734,14688.713,521.95,17559.711,521.693,10989.642,521.95,16328.521,521.95,10149.193
522.896,10708.927,522.679,14696.769,522.896,17555.016,522.638,11011.968,522.896,16150.727,522.896,10170.708
523.841,10706.996,523.624,14700.833,523.841,17578.979,523.583,11011.903,523.841,16416.291,523.841,9920.758
524.787,10748.485,524.569,14694.436,524.787,17565.174,524.528,10991.38,524.787,16332.387,524.787,10079.227
525.732,10700.345,525.515,14729.906,525.732,17601.119,525.473,10998.645,525.732,16222.721,525.732,10125.438
526.678,10703.861,526.46,14683.278,526.678,17580.992,526.418,10973.902,526.678,16047.809,526.678,10080.829
527.623,10674.756,527.405,14700.821,527.623,17538.758,527.363,10980.417,527.623,16424.363,527.623,9881.589
528.569,10730.237,528.35,14709.812,528.569,17562.34,528.308,10968.906,528.569,16333.815,528.569,9985.781
529.515,10733.833,529.295,14707.763,529.515,17551.793,529.254,10994.434,529.514,16148.569,529.514,10038.723
530.46,10728.622,530.24,14672.513,530.46,17548.504,530.199,10976.979,530.46,16160.751,530.46,9936.935
531.406,10715.746,531.186,14684.202,531.406,17500.889,531.144,10954.143,531.406,16467.828,531.406,10016.018
532.351,10709.963,532.131,14685.619,532.351,17457.434,532.089,10988.336,532.351,16123.812,532.351,9897.46
533.297,10753.154,533.076,14677.845,533.297,17532.951,533.034,10995.21,533.297,16000.926,533.297,10071.179
534.242,10697.228,534.021,14702.01,534.242,17501.527,533.979,10970.162,534.242,16216.307,534.242,10036.381
535.188,10700.025,534.966,14693.412,535.188,17492.115,534.924,10984.824,535.188,16161.691,535.188,9899.882
536.133,10670.974,535.911,14675.837,536.133,17476.771,535.869,10981.069,536.133,16028.524,536.133,10016.805
537.079,10720.62,536.857,14686.856,537.079,17510.846,536.814,10994.048,537.079,16166.21,537.079,9865.177
538.025,10688.418,537.802,14723.162,538.025,17527.9,537.759,10960.168,538.025,16063.039,538.025,9938.034
538.97,10695.278,538.747,14702.892,538.97,17475.131,538.705,10972.958,538.97,15889.043,538.97,9885.368
539.916,10691.098,539.692,14713.857,539.916,17488.203,539.65,10982.261,539.916,16010.624,539.916,9933.433
540.861,10667.209,540.637,14688.042,540.861,17513.061,540.595,10981.378,540.861,16031.265,540.861,9751.22
541.807,10674.58,541.583,14670.367,541.807,17481.965,541.54,10952.854,541.807,15829.947,541.807,9901.621
542.752,10702.746,542.528,14683.434,542.752,17565.408,542.485,10971.584,542.752,16025.333,542.752,9991.852
543.698,10722.496,543.473,14702.173,543.698,17520.051,543.43,10979.827,543.698,15974.335,543.698,9928.043
544.644,10686.792,544.418,14690.137,544.644,17532.396,544.375,10954.886,544.643,16084.42,544.643,10009.925
545.589,10659.413,545.363,14719.277,545.589,17492.713,545.32,11010.554,545.589,15796.931,545.589,9885.934
546.535,10700.028,546.308,14690.395,546.535,17528.754,546.265,10954.642,546.535,16013.407,546.535,9825.214
547.48,10682.867,547.254,14712.359,547.48,17496.9,547.21,10991.935,547.48,15965.249,547.48,9957.61
548.426,10682.695,548.199,14689.194,548.426,17536.85,548.155,10966.249,548.426,16110.029,548.426,9579.88
549.371,10659.375,549.144,14684.846,549.371,17499.055,549.101,10965.608,549.371,16007.791,549.371,9801.02
550.317,10692.582,550.089,14649.917,550.317,17525.74,550.046,10980.983,550.317,15912.963,550.317,9777.338
551.262,10673.873,551.034,14693.209,551.262,17509.781,550.991,10973.057,551.262,15997.56,551.262,9787.676
552.208,10658.495,551.979,14663.243,552.208,17526.34,551.936,10971.513,552.208,16126.526,552.208,9713.982
553.154,10664.249,552.925,14679.645,553.154,17504.947,552.881,10990.766,553.154,16277.814,553.154,9786.006
554.099,10656.764,553.87,14667.524,554.099,17501.25,553.826,10978.291,554.099,16094.769,554.099,9630.643
555.045,10683.791,554.815,14639.449,555.045,17545.648,554.771,10974.68,555.045,16011.246,555.045,9659.406
555.99,10687.001,555.76,14671.04,555.99,17511.619,555.716,10989.316,555.99,16248.734,555.99,9651.502
556.936,10682.955,556.705,14700.384,556.936,17491.016,556.661,10966.926,556.936,16310.824,556.936,9734.053
557.881,10650.228,557.65,14714.567,557.881,17515.611,557.606,10980.678,557.881,16121.033,557.881,9710.458
558.827,10695.398,558.596,14675.103,558.827,17457.85,558.552,10974.079,558.827,16089.262,558.827,9599.414
559.773,10675.595,559.541,14697.563,559.773,17534.057,559.497,10984.202,559.772,16056.056,559.772,9873.138
560.718,10657.107,560.486,14665.561,560.718,17543.385,560.442,10955.33,560.718,16207.211,560.718,9655.539
561.664,10653.913,561.431,14672.627,561.664,17521.438,561.387,10996.728,561.664,16237.523,561.664,9543.38
562.609,10674.324,562.376,14678.605,562.609,17567.035,562.332,10971.182,562.609,16182.665,562.609,9762.67
563.555,10679.396,563.321,14663.2,563.555,17498.211,563.277,10956.279,563.555,16034.597,563.555,9635.473
564.5,10655.162,564.267,14667.935,564.5,17511.705,564.222,10946.021,564.5,15920.179,564.5,9741.845
565.446,10611.087,565.212,14663.729,565.446,17479.918,565.167,10992.552,565.446,15959.504,565.446,9757.05
566.391,10658.245,566.157,14687.552,566.391,17503.703,566.112,10970.767,566.391,16249.193,566.391,9588.939
567.337,10595.648,567.102,14666.151,567.337,17493.799,567.057,10968.585,567.337,15891.383,567.337,9555.282
568.283,10658.062,568.047,14688.883,568.283,17528.605,568.003,10945.27,568.283,16106.64,568.283,9617.095
569.228,10637.13,568.992,14669.846,569.228,17494.068,568.948,10951.377,569.228,16035.065,569.228,9573.372
570.174,10633.943,569.938,14674.316,570.174,17497.969,569.893,10956.615,570.174,16053.259,570.174,9650.998
571.119,10655.931,570.883,14674.462,571.119,17554.586,570.838,10965.348,571.119,15910.163,571.119,9654.173
572.065,10647.258,571.828,14668.966,572.065,17497.24,571.783,10929.98,572.065,15997.489,572.065,9527.472
573.01,10670.897,572.773,14661.142,573.01,17535.008,572.728,10961.33,573.01,16149.44,573.01,9701.023
573.956,10674.298,573.718,14667.611,573.956,17559.104,573.673,10958.35,573.956,16206.05,573.956,9591.055
574.901,10654.337,574.663,14651.922,574.901,17524.178,574.618,10962.341,574.901,15895.284,574.901,9509.728
575.847,10582.288,575.609,14675.697,575.847,18060.551,575.563,10959.985,575.847,15878.912,575.847,9483.646
576.793,10601.257,576.554,14655.233,576.793,17560,576.508,10942.743,576.793,16008.419,576.793,9630.822
577.738,10597.313,577.499,14649.311,577.738,17531.934,577.453,10916.728,577.738,16081.498,577.738,9465.759
578.684,10620.963,578.444,14656.405,578.684,17591.723,578.399,10944.797,578.684,15968.483,578.684,9558.111
579.629,10636.939,579.389,14633.723,579.629,17547.744,579.344,10968.231,579.629,16007.101,579.629,9470.06
580.575,10617.267,580.334,14619.045,580.575,17561.699,580.289,10944.257,580.575,16098.455,580.575,9579.713
581.52,10634.558,581.28,14620.084,581.52,17563.281,581.234,10953.927,581.52,16129.592,581.52,9497.506
582.466,10597.979,582.225,14650.249,582.466,17544.014,582.179,10949.188,582.466,15948.426,582.466,9463.887
583.412,10624.255,583.17,14613.717,583.412,17584.303,583.124,10965.827,583.411,15936.602,583.411,9516.604
584.357,10593.563,584.115,14633.555,584.357,17562.951,584.069,10959.215,584.357,16041.408,584.357,9512.28
585.303,10625.786,585.06,14623.812,585.303,17537.904,585.014,10959.055,585.303,15953.605,585.303,9523.729
586.248,10635.584,586.005,14611.896,586.248,17533.119,585.959,10929.055,586.248,16020.104,586.248,9409.61
587.194,10613.742,586.951,14645.646,587.194,17544.367,586.904,10954.314,587.194,16013.639,587.194,9342.125
588.139,10633.45,587.896,14616.678,588.139,17537.039,587.849,10909.642,588.139,16051.661,588.139,9524.729
589.085,10631.134,588.841,14637.929,589.085,17542.598,588.795,10937.3,589.085,15974.649,589.085,9367.654
590.031,10613.815,589.786,14662.779,590.031,17589.137,589.74,10943.315,590.03,16103.372,590.03,9369.88
590.976,10621.562,590.731,14636.84,590.976,17546.143,590.685,10931.117,590.976,15915.763,590.976,9385.201
591.922,10629.643,591.677,14644.726,591.922,17523,591.63,10921.713,591.922,15894.196,591.922,9473.841
592.867,10610.749,592.622,14648.224,592.867,17563.729,592.575,10910.709,592.867,15743.186,592.867,9509.205
593.813,10609.371,593.567,14627.452,593.813,17547.826,593.52,10910.841,593.813,15798.927,593.813,9380.069
594.758,10616.165,594.512,14638.367,594.758,17580.654,594.465,10916.907,594.758,16090.947,594.758,9448.187
595.704,10585.194,595.457,14650.025,595.704,17580.168,595.41,10904.178,595.704,15781.085,595.704,9441.666
596.649,10612.737,596.402,14632.206,596.649,17565.568,596.355,10938.567,596.649,16018.151,596.649,9316.711
597.595,10583.714,597.348,14628.84,597.595,17538.07,597.3,10936.849,597.595,15932.512,597.595,9353.934
598.541,10605.663,598.293,14664.512,598.541,17555.451,598.246,10902.158,598.54,15881.732,598.54,9391.106
599.486,10578.228,599.238,14664.416,599.486,17540.102,599.191,10911.021,599.486,15900.016,599.486,9378.203
600.432,10569.969,600.183,14666.132,600.432,17572.902,600.136,10904.471,600.432,15781.825,600.432,9308.982
601.377,10614.274,601.128,14654.955,601.377,17540.088,601.081,10926.252,601.377,15863.644,601.377,9190.158
602.323,10561.03,602.073,14674.636,602.323,17561.049,602.026,10897.893,602.323,15877.738,602.323,9266.098
603.268,10604.424,603.019,14649.376,603.268,17553.377,602.971,10911.029,603.268,16063.586,603.268,9315.08
604.214,10625.004,603.964,14651.127,604.214,17568.182,603.916,10916.384,604.214,16063.132,604.214,9309.37
605.159,10571.677,604.909,14645.015,605.159,17551.701,604.861,10900.614,605.159,15995.926,605.159,9341.065
606.105,10581.282,605.854,14643.115,606.105,17503.314,605.806,10919.875,606.105,15924.574,606.105,9315.021
607.051,10551.454,606.799,14644.838,607.051,17581.057,606.751,10893.884,607.051,15808.537,607.051,9274.222
607.996,10588.377,607.744,14658.306,607.996,17614.562,607.697,10901.149,607.996,15726.951,607.996,9303.154
608.942,10562.967,608.69,14658.149,608.942,17721.826,608.642,10931.152,608.942,15777.182,608.942,9330.223
609.887,10585.829,609.635,14671.405,609.887,17887.496,609.587,10903.683,609.887,15925.088,609.887,9170.71
610.833,10623.8,610.58,14631.476,610.833,18057.314,610.532,10915.592,610.833,15767.697,610.833,9247.433
611.778,10609.486,611.525,14629.416,611.778,18286.098,611.477,10930.44,611.778,15850.478,611.778,9291.166
612.724,10578.334,612.47,14670.211,612.724,18416.523,612.422,10910.964,612.724,15644.789,612.724,9157.497
613.67,10576.329,613.415,14674.637,613.67,18586.428,613.367,10908.812,613.669,15757.939,613.669,9234.347
614.615,10581.234,614.361,14630.233,614.615,18685.33,614.312,10892.485,614.615,15678.912,614.615,9266.676
615.561,10575.905,615.306,14667.212,615.561,18715.873,615.257,10915.787,615.561,15697.07,615.561,9218.674
616.506,10581.44,616.251,14638.398,616.506,18735.812,616.202,10893.59,616.506,15721.846,616.506,9258.5
617.452,10583.764,617.196,14622.176,617.452,18804.998,617.147,10876.287,617.452,15819.926,617.452,9311.354
618.397,10575.632,618.141,14640.848,618.397,18793.621,618.093,10885.599,618.397,15876.287,618.397,9147.163
619.343,10572.673,619.086,14649.73,619.343,18846.174,619.038,10907.169,619.343,15747.09,619.343,9238.231
620.288,10575.672,620.032,14642.226,620.288,18857.176,619.983,10915.108,620.288,15756.084,620.288,9191.886
621.234,10575.428,620.977,14615.092,621.234,18869.109,620.928,10899.806,621.234,15731.335,621.234,9277.921
622.18,10562.955,621.922,14647.272,622.18,18834.744,621.873,10872.452,622.18,15789.377,622.18,9321.799
623.125,10556.215,622.867,14631.267,623.125,18824.875,622.818,10911.98,623.125,15625.775,623.125,9173.095
624.071,10543.404,623.812,14643.908,624.071,18899.439,623.763,10890.885,624.071,15622.039,624.071,9155.879
625.016,10566.615,624.758,14629.623,625.016,18914.9,624.708,10907.75,625.016,15739.454,625.016,9295.153
625.962,10537.854,625.703,14645.628,625.962,18907.395,625.653,10934.688,625.962,15662.072,625.962,9148.856
626.907,10573.788,626.648,14649.426,626.907,18906.352,626.598,10897.227,626.907,15573.962,626.907,9169.909
627.853,10569.869,627.593,14616.587,627.853,18959.557,627.544,10884.659,627.853,15738.844,627.853,9091.891
628.799,10391.248,628.538,14632.165,628.799,18951.582,628.489,10887.078,628.798,15785.151,628.798,9088.941
629.744,10419.971,629.483,14658.133,629.744,18928.428,629.434,10887.626,629.744,15711.318,629.744,9055.305
630.69,10453.921,630.429,14635.127,630.69,18943.365,630.379,10883.82,630.69,15725.438,630.69,9215.719
631.635,10518.492,631.374,14628.131,631.635,18949.67,631.324,10904.4,631.635,15873.471,631.635,9069.396
632.581,10508.137,632.319,14617.49,632.581,18945.453,632.269,10900.955,632.581,15780.461,632.581,9132.034
633.526,10517.976,633.264,14642.588,633.526,18955.92,633.214,10872.818,633.526,15410.105,633.526,9072.578
634.472,10500.855,634.209,14646.708,634.472,18901.943,634.159,10879.298,634.472,15666.897,634.472,9074.689
635.417,10495.475,635.154,14630.709,635.417,18963.947,635.104,10902.5,635.417,15906.459,635.417,8985.893
636.363,10502.199,636.1,14566.175,636.363,19034.582,636.049,10894.628,636.363,15689.036,636.363,9003.536
637.309,10496.527,637.045,14646.404,637.309,18952.281,636.994,10884.315,637.309,15607.851,637.309,9006.427
638.254,10538.941,637.99,14630.305,638.254,18944.057,637.94,10880.036,638.254,15835.434,638.254,9125.719
639.2,10548.214,638.935,14641.355,639.2,18989.225,638.885,10899.035,639.2,15688.321,639.2,9159.82
640.145,10528.322,639.88,14648.368,640.145,18910.561,639.83,10879.284,640.145,16073.154,640.145,9061.646
641.091,10534.481,640.825,14626.874,641.091,18925.891,640.775,10891.402,641.091,15538.185,641.091,9051.48
642.036,10550.421,641.771,14624.573,642.036,18900.703,641.72,10869.864,642.036,15659.07,642.036,9075.779
642.982,10533.465,642.716,14625.257,642.982,18966.285,642.665,10887.518,642.982,15620.479,642.982,8997.666
643.928,10525.615,643.661,14586.409,643.928,18942.914,643.61,10909.926,643.927,15529.872,643.927,9060.378
644.873,10512.681,644.606,14583.893,644.873,18961.541,644.555,10873.191,644.873,15515.471,644.873,9008.007
645.819,10540.84,645.551,14617.364,645.819,18987.871,645.5,10899.583,645.819,15687.303,645.819,9123.974
646.764,10534.024,646.496,14570.423,646.764,18962.662,646.445,10905.81,646.764,15758.479,646.764,8949.667
647.71,10551.024,647.442,14610.127,647.71,18934.084,647.391,10894.642,647.71,15559.323,647.71,8993.337
648.655,10538.352,648.387,14598.979,648.655,18925.201,648.336,10869.539,648.655,15544.371,648.655,8940.724
649.601,10537.482,649.332,14610.984,649.601,18988.035,649.281,10877.536,649.601,15667.432,649.601,9058.716
650.546,10540.136,650.277,14600.399,650.546,18955.217,650.226,10868.903,650.546,15723.446,650.546,9008.494
651.492,10513.743,651.222,14611.178,651.492,18947.33,651.171,10880.661,651.492,15675.017,651.492,8775.39
652.438,10529.258,652.167,14643.14,652.438,18925.764,652.116,10875.555,652.438,15467.847,652.438,8956.773
653.383,10502.744,653.113,14576.198,653.383,18974.414,653.061,10862.922,653.383,15615.847,653.383,8863.646
654.329,10520.546,654.058,14587.274,654.329,18981.707,654.006,10885.031,654.329,15418.688,654.329,9023.359
655.274,10550.736,655.003,14585.388,655.274,18954.348,654.951,10866.46,655.274,15480.667,655.274,8982.308
656.22,10532.528,655.948,14573.421,656.22,18938.781,655.896,10892.322,656.22,15597.167,656.22,8946.285
657.165,10519.714,656.893,14580.254,657.165,18909.855,656.841,10861.877,657.165,15634.437,657.165,9036.828
658.111,10537.024,657.838,14571.988,658.111,18944.67,657.787,10886.896,658.111,15490.637,658.111,9128.343
659.057,10546.453,658.784,14585.049,659.057,18948.074,658.732,10896.903,659.056,15617.567,659.056,8955.638
660.002,10517.813,659.729,14600.618,660.002,18947.881,659.677,10885.501,660.002,15425.094,660.002,9058.37
660.948,10505.691,660.674,14584.727,660.948,18958.582,660.622,10932.576,660.948,15639.282,660.948,9040.034
661.893,10488.312,661.619,14572.329,661.893,18973.893,661.567,10894.214,661.893,15418.533,661.893,8942.43
662.839,10503.031,662.564,14573.131,662.839,18936.164,662.512,10871.161,662.839,15551.167,662.839,8987.682
663.784,10508.729,663.509,14580.183,663.784,18965.682,663.457,10857.404,663.784,15531.189,663.784,8914.496
664.73,10532.289,664.455,14581.582,664.73,18963.727,664.402,10886.183,664.73,15598.36,664.73,8864.017
