[sec],Mean,[sec],Mean,[sec],Mean,[sec],Mean,X,Y,X,Y
665.675,10504.571,665.4,14609.011,665.675,18917.016,665.347,10882.189,665.675,15693.894,665.675,8998.53
666.621,10494.008,666.345,14580.344,666.621,18930.064,666.292,10874.776,666.621,15678.181,666.621,9126.67
667.567,10497.348,667.29,14591.376,667.567,18897.816,667.238,10902.599,667.566,15521.902,667.566,8956.272
668.512,10538.548,668.235,14581.768,668.512,18945.996,668.183,10883.518,668.512,15586.707,668.512,8933.284
669.458,10492.492,669.18,14570.188,669.458,18929.184,669.128,10888.27,669.458,15604.642,669.458,8913.235
670.403,10492.459,670.126,14560.724,670.403,18931.969,670.073,10879.533,670.403,15618.125,670.403,8818.356
671.349,10527.334,671.071,14588.229,671.349,18871.904,671.018,10894.091,671.349,15717.017,671.349,8825.28
672.294,10514.545,672.016,14577.917,672.294,18880.783,671.963,10890.838,672.294,15342.83,672.294,8916.617
673.24,10518.924,672.961,14576.385,673.24,18906.812,672.908,10890.383,673.24,15570.401,673.24,8978.638
674.185,10499.456,673.906,14579.397,674.185,18939.674,673.853,10905.125,674.185,15453.598,674.185,8955.713
675.131,10484.626,674.852,14577.148,675.131,18907.498,674.798,10895.829,675.131,15507.532,675.131,8975.125
676.077,10496.239,675.797,14569.214,676.077,18906.637,675.743,10879.031,676.077,15342.917,676.077,8884.954
677.022,10508.93,676.742,14581.663,677.022,18874.928,676.688,10887.982,677.022,15456.113,677.022,8938.654
677.968,10472.273,677.687,14560.75,677.968,18911.01,677.634,10872.712,677.968,15580.056,677.968,8936.219
678.913,10472.871,678.632,14574.188,678.913,18866.725,678.579,10884.638,678.913,15604.481,678.913,9029.386
679.859,10487.105,679.577,14593.51,679.859,18867.783,679.524,10868.202,679.859,15471.808,679.859,9034.183
680.804,10493.844,680.523,14557.507,680.804,18881.604,680.469,10880.245,680.804,15656.275,680.804,8942.483
681.75,10494.854,681.468,14591.866,681.75,18660.988,681.414,10862.016,681.75,15699.173,681.75,8858.332
682.696,10445.354,682.413,14588.396,682.696,18814.439,682.359,10871.999,682.695,15604.037,682.695,8988.818
683.641,10489.487,683.358,14553.164,683.641,18845.379,683.304,10851.82,683.641,15272.141,683.641,9000.264
684.587,10468.042,684.303,14574.462,684.587,18839.438,684.249,10877.301,684.587,15276.199,684.587,8958.213
685.532,10486.908,685.248,14584.002,685.532,18801.555,685.194,10895.39,685.532,15567.135,685.532,8777.287
686.478,10444.169,686.194,14572.163,686.478,18846.562,686.139,10875.398,686.478,15530.959,686.478,8955.687
687.423,10491.491,687.139,14602.321,687.423,18779.396,687.085,10867.52,687.423,15646.777,687.423,8821.013
688.369,10455.812,688.084,14561.774,688.369,18797.791,688.03,10905.864,688.369,15396.73,688.369,8812.852
689.315,10475.602,689.029,14563.248,689.315,18777.752,688.975,10895.416,689.314,15300.886,689.314,8747.925
690.26,10475.767,689.974,14593.443,690.26,18808.305,689.92,10909.916,690.26,15336.499,690.26,8832.588
691.206,10472.911,690.919,14568.99,691.206,18806.99,690.865,10879.447,691.206,15352.043,691.206,8813.896
692.151,10449.053,691.865,14584.393,692.151,18774.248,691.81,10882.887,692.151,15368.759,692.151,8655.662
693.097,10479.776,692.81,14586.696,693.097,18743.559,692.755,10880.327,693.097,15339.719,693.097,8731.527
694.042,10477.486,693.755,14575.696,694.042,18745.486,693.7,10868.886,694.042,15278.554,694.042,8779.446
694.988,10457.088,694.7,14552.091,694.988,18746.615,694.645,10895.671,694.988,15395.553,694.988,8821.345
695.933,10473.289,695.645,14575.474,695.933,18761.211,695.59,10882.026,695.933,15423.708,695.933,8751.444
696.879,10472.973,696.59,14585.439,696.879,18735.59,696.536,10878.055,696.879,15424.712,696.879,8825.284
697.825,10459.842,697.536,14602.521,697.825,18788.238,697.481,10906.429,697.824,15523.787,697.824,8779.28
698.77,10438.412,698.481,14587.38,698.77,18747.459,698.426,10933.054,698.77,15403.648,698.77,8714.079
699.716,10481.817,699.426,14582.38,699.716,18782.312,699.371,10925.292,699.716,15316.419,699.716,8777.466
700.661,10442.872,700.371,14596.966,700.661,18790.357,700.316,10901.714,700.661,15269.338,700.661,8770.771
701.607,10446.224,701.316,14581.367,701.607,18740.689,701.261,10897.407,701.607,15280.131,701.607,8723.539
702.552,10447.339,702.261,14622.431,702.552,18751.189,702.206,10897.081,702.552,15454.393,702.552,8898.065
703.498,10455.649,703.207,14599.432,703.498,18644.471,703.151,10873.747,703.498,15650.484,703.498,8766.448
704.443,10468.826,704.152,14610.164,704.443,18765.875,704.096,10887.452,704.443,15317.937,704.443,8777.976
705.389,10453.135,705.097,14613.431,705.389,18770.422,705.041,10908.597,705.389,15475.682,705.389,8737.232
706.335,10481.323,706.042,14564.979,706.335,18717.604,705.986,10906.989,706.335,15658.91,706.335,8792.654
707.28,10433.097,706.987,14602.375,707.28,18688.361,706.932,10890.706,707.28,15413.796,707.28,8712.668
708.226,10428.641,707.932,14608.147,708.226,18722.492,707.877,10886.319,708.226,15387.72,708.226,8748.031
709.171,10414.472,708.878,14591.178,709.171,18724.785,708.822,10917.551,709.171,15719.259,709.171,8627.775
710.117,10433.858,709.823,14581.369,710.117,18642.064,709.767,10908.775,710.117,15301.311,710.117,8743.349
711.062,10440.294,710.768,14602.244,711.062,18747.406,710.712,10896.13,711.062,15454.181,711.062,8723.771
712.008,10396.661,711.713,14602.096,712.008,18770.1,711.657,10887.705,712.008,15443.392,712.008,8665.484
712.954,10415.795,712.658,14569.079,712.954,18734.201,712.602,10901.584,712.953,15388.396,712.953,8647.511
713.899,10405.401,713.603,14603.552,713.899,18692.77,713.547,10902.516,713.899,15383.185,713.899,8557.235
714.845,10418.783,714.549,14567.77,714.845,18751.918,714.492,10901.63,714.845,15171.39,714.845,8744.178
715.79,10444.743,715.494,14564.665,715.79,18729.754,715.437,10906.407,715.79,15441.427,715.79,8568.355
716.736,10447.015,716.439,14579.367,716.736,18703.879,716.383,10901.23,716.736,15500.646,716.736,8617.327
717.681,10415.879,717.384,14567.277,717.681,18699.865,717.328,10889.906,717.681,15541.7,717.681,8592.866
718.627,10418.204,718.329,14568.969,718.627,18712.531,718.273,10900.914,718.627,15442.279,718.627,8694.72
719.572,10422.7,719.274,14541.214,719.572,18700.152,719.218,10898.286,719.572,15324.711,719.572,8561.414
720.518,10430.714,720.22,14576.417,720.518,18690.236,720.163,10893.039,720.518,15169.089,720.518,8638.575
721.464,10423.646,721.165,14570.672,721.464,18661.268,721.108,10894.85,721.464,15444.509,721.464,8516.523
722.409,10463.3,722.11,14545.559,722.409,18672.828,722.053,10904.209,722.409,15506.146,722.409,8655.743
723.355,10446.825,723.055,14562.077,723.355,18657.465,722.998,10907.641,723.355,15441.875,723.355,8628.77
724.3,10408.324,724,14598.04,724.3,18647.137,723.943,10875.727,724.3,15292.344,724.3,8478.946
725.246,10420.938,724.945,14576.348,725.246,18672.244,724.888,10904.228,725.246,15502.52,725.246,8654.114
726.191,10434.389,725.891,14575.555,726.191,18661.455,725.833,10913.666,726.191,15287.696,726.191,8516.659
727.137,10393.939,726.836,14594.305,727.137,18692.287,726.779,10911.993,727.137,15412.914,727.137,8580.375
728.083,10385.553,727.781,14573.132,728.083,18656.029,727.724,10925.713,728.082,15246.213,728.082,8504.66
729.028,10397.026,728.726,14591.708,729.028,18686.238,728.669,10910.178,729.028,15243.255,729.028,8525.504
729.974,10367.06,729.671,14571.547,729.974,18644.336,729.614,10901.222,729.974,15228.538,729.974,8637.346
730.919,10351.092,730.617,14530.618,730.919,18595.025,730.559,10898.475,730.919,15268.829,730.919,8466
731.865,10384.866,731.562,14557.327,731.865,18575.037,731.504,10905.031,731.865,15204.315,731.865,8528.712
732.81,10415.756,732.507,14569.325,732.81,18598.176,732.449,10880.754,732.81,15251.964,732.81,8548.012
733.756,10418.433,733.452,14558.248,733.756,18602.68,733.394,10903.304,733.756,15445.009,733.756,8461.784
734.701,10354.111,734.397,14553.201,734.701,18629.924,734.339,10879.557,734.701,15401.655,734.701,8611.547
735.647,10375.229,735.342,14571.691,735.647,18609.555,735.284,10897.489,735.647,15450.716,735.647,8571.86
736.593,10398.719,736.288,14567.289,736.593,18635.461,736.229,10913.492,736.592,15277.996,736.592,8546.842
737.538,10428.584,737.233,14573.121,737.538,18565.572,737.175,10907.837,737.538,15408.255,737.538,8510.551
738.484,10407.558,738.178,14574.727,738.484,18606.674,738.12,10909.307,738.484,15299.179,738.484,8582.409
739.429,10364.545,739.123,14530.598,739.429,18618.85,739.065,10891.795,739.429,14985.938,739.429,8421.193
740.375,10391.491,740.068,14542.057,740.375,18574.998,740.01,10874.262,740.375,15078.545,740.375,8557.763
741.32,10386.756,741.013,14561.698,741.32,18568.291,740.955,10897.338,741.32,15231.161,741.32,8564.696
742.266,10385.43,741.959,14558.473,742.266,18555.229,741.9,10886.184,742.266,15369.655,742.266,8479.799
743.211,10384.339,742.904,14589.384,743.211,18543.705,742.845,10866.143,743.211,15277.305,743.211,8319.97
744.157,10389.686,743.849,14557.427,744.157,18602.479,743.79,10910.729,744.157,15188.52,744.157,8430.624
745.103,10369.327,744.794,14538.523,745.103,18572.768,744.735,10893.272,745.103,15129.8,745.103,8394.713
746.048,10358.38,745.739,14555.729,746.048,18542.742,745.68,10878.52,746.048,15220.656,746.048,8408.724
746.994,10368.263,746.684,14570.869,746.994,18564.631,746.626,10862.065,746.994,15135.221,746.994,8482.281
747.939,10335.246,747.63,14570.448,747.939,18606.627,747.571,10883.569,747.939,15110.618,747.939,8358.655
748.885,10369.776,748.575,14572.692,748.885,18561.029,748.516,10874.528,748.885,15098.675,748.885,8329.414
749.83,10379.996,749.52,14589.663,749.83,18542.402,749.461,10864.767,749.83,15192.386,749.83,8482.36
750.776,10343.243,750.465,14554.858,750.776,18565.408,750.406,10881.508,750.776,15429.594,750.776,8416.041
751.722,10321.137,751.41,14583.661,751.722,18508.826,751.351,10875.775,751.721,15276.954,751.721,8398.348
752.667,10338.599,752.355,14581.24,752.667,18539.424,752.296,10868.938,752.667,15160.854,752.667,8336.098
753.613,10367.609,753.301,14603.953,753.613,18533.939,753.241,10882.52,753.613,15236.299,753.613,8331.558
754.558,10369.969,754.246,14567.333,754.558,18533.059,754.186,10836.11,754.558,15116.795,754.558,8373.429
755.504,10392.405,755.191,14551.951,755.504,18478.738,755.131,10871.874,755.504,14996.438,755.504,8468.715
756.449,10363.495,756.136,14587.621,756.449,18541.205,756.077,10838.495,756.449,15164.068,756.449,8474.787
757.395,10357.451,757.081,14584.465,757.395,18521.191,757.022,10881.909,757.395,15197.993,757.395,8363.361
758.341,10359.012,758.026,14577.837,758.341,18473.916,757.967,10878.069,758.34,15189.185,758.34,8400.854
759.286,10337.063,758.972,14551.124,759.286,18517.73,758.912,10870.6,759.286,15108.771,759.286,8429.563
760.232,10317.996,759.917,14570.062,760.232,18517.104,759.857,10881.861,760.232,15048.074,760.232,8375.714
761.177,10361.346,760.862,14570.796,761.177,18508.055,760.802,10866.857,761.177,15358.489,761.177,8380.696
762.123,10318.896,761.807,14569.361,762.123,18498.158,761.747,10865.581,762.123,15291.242,762.123,8300.11
763.068,10373.087,762.752,14564.407,763.068,18484.387,762.692,10846.286,763.068,15175.579,763.068,8479.686
764.014,10333.192,763.698,14544.222,764.014,18495.354,763.637,10878.429,764.014,15067.659,764.014,8303.289
764.959,10328.382,764.643,14564.071,764.959,18501.012,764.582,10872.338,764.959,15448.064,764.959,8316.628
765.905,10331.752,765.588,14555.089,765.905,18419.188,765.527,10916.574,765.905,15077.117,765.905,8383.072
766.851,10348.143,766.533,14579.739,766.851,18509.117,766.473,10886.062,766.85,15060.015,766.85,8377.363
767.796,10312.036,767.478,14584.483,767.796,18444.822,767.418,10871.442,767.796,15180.263,767.796,8350.5
768.742,10306.709,768.423,14548.395,768.742,18429.994,768.363,10849.356,768.742,15059.653,768.742,8289.816
769.687,10353.808,769.369,14546.42,769.687,18460.074,769.308,10865.516,769.687,15061.64,769.687,8325.981
770.633,10334.202,770.314,14552.068,770.633,18448.219,770.253,10865.28,770.633,15002.929,770.633,8351.175
771.578,10346.595,771.259,14557.5,771.578,18422.943,771.198,10866.396,771.578,15193.417,771.578,8458.809
772.524,10336.338,772.204,14561.639,772.524,18469.168,772.143,10843.181,772.524,15310.041,772.524,8288.386
773.469,10336.376,773.149,14585.247,773.469,18447.275,773.088,10850.016,773.469,15321.998,773.469,8240.109
774.415,10362.726,774.094,14573.267,774.415,18425.826,774.033,10871.734,774.415,15018.015,774.415,8322.137
775.361,10359.852,775.04,14558.056,775.361,18449.859,774.978,10870.512,775.36,15205.184,775.36,8403.308
776.306,10356.166,775.985,14551.204,776.306,18457.738,775.924,10825.004,776.306,15187.817,776.306,8286.73
777.252,10330.235,776.93,14544.763,777.252,18447.523,776.869,10842.462,777.252,14746.438,777.252,8299.645
778.197,10310.745,777.875,14539.339,778.197,18405.477,777.814,10840.889,778.197,15080.138,778.197,8281.271
779.143,10320.726,778.82,14543.163,779.143,18439.424,778.759,10851.166,779.143,15116.769,779.143,8336.391
780.088,10316.979,779.765,14547.937,780.088,18418.904,779.704,10867.508,780.088,15062.431,780.088,8309.992
781.034,10304.387,780.711,14555.352,781.034,18384.238,780.649,10871.173,781.034,15001.032,781.034,8316.113
781.98,10308.31,781.656,14516.239,781.98,18420.4,781.594,10865.547,781.979,15166.076,781.979,8248.368
782.925,10319.594,782.601,14532.014,782.925,18405.549,782.539,10862.731,782.925,15016.572,782.925,8199.688
783.871,10310.568,783.546,14569.41,783.871,18375.836,783.484,10865.877,783.871,15185.392,783.871,8267.957
784.816,10313.163,784.491,14560.176,784.816,18400.42,784.429,10851.241,784.816,14979.591,784.816,8296.342
785.762,10290.224,785.436,14573.052,785.762,18381.057,785.375,10886.061,785.762,15019.158,785.762,8173.525
786.707,10251.522,786.382,14541.267,786.707,18233.092,786.32,10858.967,786.707,15083.821,786.707,8315.288
787.653,10266.15,787.327,14564.632,787.653,18375.92,787.265,10844.709,787.653,15019.291,787.653,8162.826
788.598,10288.164,788.272,14563.962,788.598,18375.67,788.21,10860.384,788.598,15091.723,788.598,8149.417
789.544,10292.308,789.217,14565.677,789.544,18394.43,789.155,10872.249,789.544,14995.707,789.544,8358.67
790.49,10322.975,790.162,14563.317,790.49,18402.719,790.1,10893.575,790.49,15275.368,790.49,8199.091
791.435,10273.786,791.107,14537.903,791.435,18328.961,791.045,10867.462,791.435,15135.677,791.435,8246.838
792.381,10245.54,792.053,14545.041,792.381,18372.852,791.99,10878.44,792.381,15024.007,792.381,8290.928
793.326,10286.896,792.998,14575.591,793.326,18340.393,792.935,10855.15,793.326,15089.89,793.326,8232.9
794.272,10286.805,793.943,14546.14,794.272,18336.746,793.88,10850.183,794.272,15018.133,794.272,8173.031
795.217,10265.874,794.888,14569.295,795.217,18374.572,794.825,10851.487,795.217,15205.128,795.217,8260.114
796.163,10297.152,795.833,14548.08,796.163,18344.336,795.771,10865.187,796.163,15007.631,796.163,8237.085
797.109,10249.423,796.778,14517.069,797.109,18336.266,796.716,10883.368,797.108,14859.488,797.108,8111.501
798.054,10289.917,797.724,14556.439,798.054,18358.012,797.661,10875.396,798.054,14996.12,798.054,8138.546
799,10275.732,798.669,14526.764,799,18350.035,798.606,10861.757,799,15099.171,799,8021.502
799.945,10295.71,799.614,14531.017,799.945,18366.385,799.551,10865.646,799.945,15268.616,799.945,8167.692
800.891,10267.483,800.559,14541.71,800.891,18332.961,800.496,10856.36,800.891,15065.132,800.891,8165.839
801.836,10258.378,801.504,14547.606,801.836,18364.549,801.441,10900.323,801.836,15143.117,801.836,8122.237
802.782,10265.572,802.449,14540.879,802.782,18327.105,802.386,10864.067,802.782,15094.336,802.782,8113.77
803.727,10295.062,803.395,14521.224,803.727,18324.916,803.331,10863.652,803.727,14990.177,803.727,8152.989
804.673,10237.403,804.34,14541.961,804.673,18302.607,804.276,10877.886,804.673,14973.975,804.673,8145.779
805.619,10279.017,805.285,14521.406,805.619,18249.086,805.221,10869.43,805.618,15135.56,805.618,8123.688
806.564,10296.136,806.23,14544.333,806.564,18291.738,806.167,10854.965,806.564,15100.681,806.564,8035.436
807.51,10265.357,807.175,14538.292,807.51,18292.336,807.112,10874.794,807.51,15296.107,807.51,8089.737
808.455,10241.043,808.12,14511.548,808.455,18327.475,808.057,10884.325,808.455,15207.754,808.455,8093.804
809.401,10265.395,809.066,14580.551,809.401,18383.014,809.002,10887.993,809.401,15050.481,809.401,8060.483
810.346,10254.715,810.011,14502.327,810.346,18273.215,809.947,10871.472,810.346,15266.961,810.346,8147.03
811.292,10265.233,810.956,14534.434,811.292,18306.941,810.892,10883.169,811.292,15190.241,811.292,8056.841
812.237,10277.724,811.901,14508.399,812.237,18294.545,811.837,10845.438,812.237,14992.974,812.237,8305.951
813.183,10234.706,812.846,14542.052,813.183,18293.256,812.782,10875.913,813.183,15105.641,813.183,8138.372
814.129,10269.77,813.792,14537.145,814.129,18330.436,813.727,10911.206,814.129,14958.421,814.129,8108.405
815.074,10240.347,814.737,14533.054,815.074,18287.709,814.672,10867.771,815.074,15098.233,815.074,8189.966
816.02,10248.406,815.682,14513.962,816.02,18279.719,815.618,10888.564,816.02,15182.641,816.02,8220.433
816.965,10235.957,816.627,14547.756,816.965,18297.664,816.563,10878.683,816.965,14962.219,816.965,8032.782
817.911,10235.512,817.572,14522.232,817.911,18258.41,817.508,10891.619,817.911,14934,817.911,8182.463
818.856,10188.438,818.517,14539.106,818.856,18243.004,818.453,10873.659,818.856,15064.275,818.856,8172.552
819.802,10240.766,819.463,14517.029,819.802,18281.867,819.398,10869.195,819.802,15146.752,819.802,8145.583
820.748,10162.811,820.408,14508.711,820.748,18262.691,820.343,10860.943,820.747,15196.356,820.747,8197.571
821.693,10222.945,821.353,14505.603,821.693,18273.83,821.288,10869.846,821.693,15175.787,821.693,8101.396
822.639,10210.813,822.298,14518.28,822.639,18256.715,822.233,10879.663,822.639,15065.87,822.639,8138.617
823.584,10280.574,823.243,14509.275,823.584,18276.834,823.178,10883.774,823.584,14837.643,823.584,8087.564
824.53,10229.679,824.188,14471.99,824.53,18241.592,824.123,10847.592,824.53,14850.789,824.53,8209.487
825.475,10227.26,825.134,14510.521,825.475,18309.07,825.068,10855.188,825.475,14946.735,825.475,8181.599
826.421,10222.999,826.079,14516.098,826.421,18260.621,826.014,10865.291,826.421,14954.234,826.421,8247.021
827.367,10216.362,827.024,14521.757,827.367,18257.105,826.959,10857.623,827.366,14852.734,827.366,8143.421
828.312,10205.919,827.969,14530.435,828.312,18249.018,827.904,10849.327,828.312,15083.124,828.312,8099.655
829.258,10190.695,828.914,14530.517,829.258,18267.273,828.849,10845.671,829.258,14772.722,829.258,7956.173
830.203,10238.646,829.859,14491.117,830.203,18275.258,829.794,10864.062,830.203,14874.207,830.203,8062.994
831.149,10216.462,830.805,14532.416,831.149,18256.41,830.739,10851.678,831.149,15062.821,831.149,7941.677
832.094,10218.359,831.75,14488.262,832.094,18237.848,831.684,10837.408,832.094,15049.247,832.094,8094.873
833.04,10192.037,832.695,14519.465,833.04,18276.191,832.629,10871.638,833.04,14992.024,833.04,8127.624
833.985,10214.572,833.64,14512.969,833.985,18231.715,833.574,10889.445,833.985,15037.55,833.985,7977.35
834.931,10199.253,834.585,14512.935,834.931,18258.283,834.519,10884.037,834.931,15084.651,834.931,8066.954
835.877,10228.97,835.53,14508.534,835.877,18181.256,835.465,10874.576,835.876,14963.777,835.876,8006.451
836.822,10201.831,836.476,14521.222,836.822,18258.23,836.41,10855.938,836.822,15029.281,836.822,8043.51
837.768,10222.664,837.421,14489.398,837.768,18198.254,837.355,10839.338,837.768,15282.275,837.768,7957.489
838.713,10195.377,838.366,14524.896,838.713,18235.68,838.3,10867.318,838.713,14929.451,838.713,7974.235
839.659,10183.859,839.311,14492.206,839.659,18233.84,839.245,10680.572,839.659,15094.13,839.659,7953.147
840.604,10229.738,840.256,14488.717,840.604,18210.186,840.19,10863.229,840.604,14986.188,840.604,7889.252
841.55,10170.879,841.201,14487.253,841.55,18213.029,841.135,10889.269,841.55,15053.06,841.55,8111.831
842.495,10202.002,842.147,14496.56,842.495,18203.252,842.08,10884.756,842.495,14947.165,842.495,8027.427
843.441,10166.572,843.092,14501.269,843.441,18141.396,843.025,10875.615,843.441,14867.315,843.441,7936.45
844.387,10175.657,844.037,14472.54,844.387,18181.643,843.97,10870.406,844.386,14757.701,844.386,8040.462
845.332,10162.192,844.982,14480.649,845.332,18122.684,844.916,10895.934,845.332,15090.839,845.332,7986.771
846.278,10137.987,845.927,14508.158,846.278,18132.795,845.861,10899.934,846.278,15145.67,846.278,7960.381
847.223,10166.288,846.872,14458.182,847.223,18133.684,846.806,10882.214,847.223,14817.855,847.223,7931.503
848.169,10176.944,847.818,14510.609,848.169,18137.99,847.751,10882.156,848.169,15081.94,848.169,7901.536
849.114,10162.996,848.763,14486.907,849.114,18137.33,848.696,10866.14,849.114,15014.421,849.114,7952.332
850.06,10157.361,849.708,14487.958,850.06,18110.588,849.641,10866.819,850.06,14766.769,850.06,7966.938
,,,,,,,,851.005,15005.116,851.005,7883.911
,,,,,,,,851.951,14915.099,851.951,7930.427
,,,,,,,,852.897,14991.786,852.897,8025.597
,,,,,,,,853.842,15139.605,853.842,8003.964
,,,,,,,,854.788,14882.132,854.788,8044.012
,,,,,,,,855.733,14738.267,855.733,7967.089
,,,,,,,,856.679,14821.173,856.679,8022.431
,,,,,,,,857.624,14892.077,857.624,8014.466
,,,,,,,,858.57,14892.699,858.57,7924.978
,,,,,,,,859.516,14739.288,859.516,8011.972
,,,,,,,,860.461,14856.113,860.461,7945.85
,,,,,,,,861.407,14994.028,861.407,7865.362
,,,,,,,,862.352,14768.26,862.352,7907.71
,,,,,,,,863.298,14661.516,863.298,7930.951
,,,,,,,,864.243,14892.392,864.243,7905.519
,,,,,,,,865.189,14913.689,865.189,8036.045
,,,,,,,,866.134,14851.851,866.134,7844.415
,,,,,,,,867.08,14997.699,867.08,7922.142
,,,,,,,,868.026,14861.498,868.026,7975.269
,,,,,,,,868.971,14877.843,868.971,7961.96
,,,,,,,,869.917,14982.755,869.917,7963.929
,,,,,,,,870.862,14917.502,870.862,7991.672
,,,,,,,,871.808,14907.862,871.808,7945.353
,,,,,,,,872.753,14927.938,872.753,7921.409
,,,,,,,,873.699,14926.234,873.699,7829.833
,,,,,,,,874.644,14838.841,874.644,7887.626
,,,,,,,,875.59,15016.111,875.59,7826.675
,,,,,,,,876.536,14801.211,876.536,7848.241
,,,,,,,,877.481,15011.064,877.481,7889.417
,,,,,,,,878.427,14840.241,878.427,7820.209
,,,,,,,,879.372,15030.566,879.372,7898.946
,,,,,,,,880.318,14934.783,880.318,7818.615
,,,,,,,,881.263,14687.505,881.263,7882.689
,,,,,,,,882.209,14839.995,882.209,7839.079
,,,,,,,,883.155,14832.432,883.155,7853.155
,,,,,,,,884.1,14684.173,884.1,7910.88
,,,,,,,,885.046,14720.65,885.046,7829.013
,,,,,,,,885.991,14881.667,885.991,7739.723
,,,,,,,,886.937,14918.701,886.937,7812.482
,,,,,,,,887.882,14895.272,887.882,7786.243
,,,,,,,,888.828,14758.109,888.828,7796.828
,,,,,,,,889.773,14981.399,889.773,7787.262
,,,,,,,,890.719,14753.058,890.719,7800.975
,,,,,,,,891.665,14698.131,891.665,7790.613
,,,,,,,,892.61,14978.322,892.61,7800.53
,,,,,,,,893.556,14814.783,893.556,7772.925
,,,,,,,,894.501,14834.261,894.501,7868.479
,,,,,,,,895.447,14667.562,895.447,7757.546
,,,,,,,,896.392,14753.172,896.392,7729.915
,,,,,,,,897.338,14956.687,897.338,7777.34
,,,,,,,,898.284,14775.756,898.284,7740.176
,,,,,,,,899.229,14717.518,899.229,7768.804
,,,,,,,,900.175,14854.339,900.175,7808.556
,,,,,,,,901.12,14737.96,901.12,7684.996
,,,,,,,,902.066,14537.138,902.066,7687.797
,,,,,,,,903.011,14757.048,903.011,7722.467
,,,,,,,,903.957,14792.249,903.957,7744.086
,,,,,,,,904.902,14703.306,904.902,7700.304
,,,,,,,,905.848,14739.336,905.848,7762.313
,,,,,,,,906.794,14846.326,906.794,7729.622
,,,,,,,,907.739,14767.08,907.739,7767.052
,,,,,,,,908.685,14962.822,908.685,7566.85
,,,,,,,,909.63,14612.739,909.63,7783.956
,,,,,,,,910.576,14852.861,910.576,7818.985
,,,,,,,,911.521,14861.205,911.521,7683.499
,,,,,,,,912.467,14625.563,912.467,7730.408
,,,,,,,,913.412,14649.234,913.412,7778.862
,,,,,,,,914.358,14633.245,914.358,7823.943
,,,,,,,,915.304,14704.514,915.304,7683.098
,,,,,,,,916.249,14707.445,916.249,7677.256
,,,,,,,,917.195,14407.985,917.195,7646.054
,,,,,,,,918.14,14474.932,918.14,7597.883
,,,,,,,,919.086,14492.668,919.086,7619.41
,,,,,,,,920.031,14516.506,920.031,7591.137
,,,,,,,,920.977,14623.076,920.977,7622.579
,,,,,,,,921.923,14308.617,921.923,7569.897
,,,,,,,,922.868,14704.693,922.868,7638.431
,,,,,,,,923.814,14723.88,923.814,7561.756
,,,,,,,,924.759,14813.623,924.759,7592.455
,,,,,,,,925.705,14734.315,925.705,7707.886
,,,,,,,,926.65,14718.625,926.65,7617.394
,,,,,,,,927.596,14530.484,927.596,7646.551
,,,,,,,,928.542,14498.078,928.542,7614.567
,,,,,,,,929.487,14574.823,929.487,7576.832
,,,,,,,,930.433,14625.242,930.433,7682.107
,,,,,,,,931.378,14515.745,931.378,7545.866
,,,,,,,,932.324,14521.908,932.324,7563.34
,,,,,,,,933.269,14509.761,933.269,7581.934
,,,,,,,,934.215,14392.363,934.215,7510.748
,,,,,,,,935.16,14483.841,935.16,7538.377
,,,,,,,,936.106,14730.86,936.106,7443.407
,,,,,,,,937.052,14730.899,937.052,7522.564
,,,,,,,,937.997,14596.594,937.997,7469.99
,,,,,,,,938.943,14746.733,938.943,7566.063
,,,,,,,,939.888,14532.904,939.888,7598.165
,,,,,,,,940.834,14632.181,940.834,7425.317
,,,,,,,,941.779,14551.537,941.779,7524.502
,,,,,,,,942.725,14636.612,942.725,7544.545
,,,,,,,,943.67,14572.952,943.67,7567.409
,,,,,,,,944.616,14611.564,944.616,7486.203
